Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
login_logout,Chrome 63.0.3239.132,,2018-02-07 18:28:34,2018-02-07 18:30:05,1m - 31.764s,PASSED
,,,,,,
Test Cases/001_login_email_successful,Chrome 63.0.3239.132,,2018-02-07 18:28:34,2018-02-07 18:28:43,8.853s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-07 18:28:35,2018-02-07 18:28:41,5.958s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:41,2018-02-07 18:28:41,0.235s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:28:41,2018-02-07 18:28:41,0.563s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:28:41,2018-02-07 18:28:42,0.226s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:42,2018-02-07 18:28:42,0.193s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:42,2018-02-07 18:28:42,0.116s,PASSED
waitForElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:28:42,2018-02-07 18:28:43,0.645s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:43,2018-02-07 18:28:43,0.136s,PASSED
autoKeywords.verifyLoggedIn.verifyLogged,Chrome 63.0.3239.132,,2018-02-07 18:28:43,2018-02-07 18:28:43,0.270s,PASSED
,,,,,,
Test Cases/002_login_email_wrongpw,Chrome 63.0.3239.132,,2018-02-07 18:28:44,2018-02-07 18:28:51,7.226s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-07 18:28:44,2018-02-07 18:28:49,5.397s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:49,2018-02-07 18:28:50,0.203s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:28:50,2018-02-07 18:28:50,0.155s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:28:50,2018-02-07 18:28:50,0.427s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:28:50,2018-02-07 18:28:51,0.300s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:51,2018-02-07 18:28:51,0.146s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:28:51,2018-02-07 18:28:51,0.039s,PASSED
waitForElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:28:51,2018-02-07 18:28:51,0.048s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:51,2018-02-07 18:28:51,0.086s,PASSED
autoKeywords.verifyLoggedOut.verifyNotLogged,Chrome 63.0.3239.132,,2018-02-07 18:28:51,2018-02-07 18:28:51,0.252s,PASSED
,,,,,,
Test Cases/003_login_email_wrongpwformat,Chrome 63.0.3239.132,,2018-02-07 18:28:52,2018-02-07 18:28:59,6.790s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-07 18:28:52,2018-02-07 18:28:57,4.907s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:57,2018-02-07 18:28:58,0.247s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:28:58,2018-02-07 18:28:58,0.119s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:28:58,2018-02-07 18:28:58,0.649s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:28:58,2018-02-07 18:28:59,0.217s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:59,2018-02-07 18:28:59,0.155s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:28:59,2018-02-07 18:28:59,0.041s,PASSED
waitForElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:28:59,2018-02-07 18:28:59,0.043s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:28:59,2018-02-07 18:28:59,0.073s,PASSED
autoKeywords.verifyLoggedOut.verifyNotLogged,Chrome 63.0.3239.132,,2018-02-07 18:28:59,2018-02-07 18:28:59,0.187s,PASSED
,,,,,,
Test Cases/004_login_email_wrongemail,Chrome 63.0.3239.132,,2018-02-07 18:29:00,2018-02-07 18:29:06,6.609s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-07 18:29:00,2018-02-07 18:29:05,4.807s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:05,2018-02-07 18:29:05,0.215s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:29:05,2018-02-07 18:29:05,0.081s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:05,2018-02-07 18:29:06,0.593s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:06,2018-02-07 18:29:06,0.296s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:06,2018-02-07 18:29:06,0.141s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:29:06,2018-02-07 18:29:06,0.036s,PASSED
waitForElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:29:06,2018-02-07 18:29:06,0.056s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:06,2018-02-07 18:29:06,0.084s,PASSED
autoKeywords.verifyLoggedOut.verifyNotLogged,Chrome 63.0.3239.132,,2018-02-07 18:29:06,2018-02-07 18:29:06,0.132s,PASSED
,,,,,,
Test Cases/005_login_email_wrongemailformat,Chrome 63.0.3239.132,,2018-02-07 18:29:07,2018-02-07 18:29:14,6.888s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-07 18:29:07,2018-02-07 18:29:13,5.225s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:13,2018-02-07 18:29:13,0.212s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:29:13,2018-02-07 18:29:13,0.071s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:13,2018-02-07 18:29:13,0.472s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:13,2018-02-07 18:29:14,0.215s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:14,2018-02-07 18:29:14,0.171s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:29:14,2018-02-07 18:29:14,0.056s,PASSED
waitForElementVisible,Chrome 63.0.3239.132,,2018-02-07 18:29:14,2018-02-07 18:29:14,0.059s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:14,2018-02-07 18:29:14,0.120s,PASSED
autoKeywords.verifyLoggedOut.verifyNotLogged,Chrome 63.0.3239.132,,2018-02-07 18:29:14,2018-02-07 18:29:14,0.146s,PASSED
,,,,,,
Test Cases/006_login_fb_loggedin,Chrome 63.0.3239.132,,2018-02-07 18:29:15,2018-02-07 18:29:30,15.495s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-07 18:29:15,2018-02-07 18:29:17,1.995s,PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-07 18:29:17,2018-02-07 18:29:18,1.122s,PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-07 18:29:18,2018-02-07 18:29:20,1.642s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:20,2018-02-07 18:29:20,0.281s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:20,2018-02-07 18:29:20,0.257s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:20,2018-02-07 18:29:23,2.979s,PASSED
delay,Chrome 63.0.3239.132,,2018-02-07 18:29:23,2018-02-07 18:29:26,3.011s,PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-07 18:29:26,2018-02-07 18:29:29,2.197s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:29,2018-02-07 18:29:29,0.284s,PASSED
waitForElementClickable,Chrome 63.0.3239.132,,2018-02-07 18:29:29,2018-02-07 18:29:29,0.119s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:29,2018-02-07 18:29:29,0.189s,PASSED
autoKeywords.verifyLoggedIn.verifyLogged,Chrome 63.0.3239.132,,2018-02-07 18:29:29,2018-02-07 18:29:30,1.210s,PASSED
,,,,,,
Test Cases/007_login_fb_notloggedin,Chrome 63.0.3239.132,,2018-02-07 18:29:31,2018-02-07 18:29:44,12.641s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-07 18:29:31,2018-02-07 18:29:37,5.304s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:37,2018-02-07 18:29:37,0.201s,PASSED
waitForElementClickable,Chrome 63.0.3239.132,,2018-02-07 18:29:37,2018-02-07 18:29:37,0.088s,PASSED
click,Chrome 63.0.3239.132,,2018-02-07 18:29:37,2018-02-07 18:29:37,0.213s,PASSED
switchToWindowTitle,Chrome 63.0.3239.132,,2018-02-07 18:29:37,2018-02-07 18:29:38,1.192s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:38,2018-02-07 18:29:39,0.226s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-07 18:29:39,2018-02-07 18:29:39,0.195s,PASSED
