Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
login_logout,Chrome 63.0.3239.132,,2018-02-09 14:28:39,2018-02-09 14:30:19,1m - 40.511s,FAILED
,,,,,,
Test Cases/001_login_email_successful,Chrome 63.0.3239.132,,2018-02-09 14:28:39,2018-02-09 14:28:49,10.143s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-09 14:28:39,2018-02-09 14:28:47,7.270s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:28:47,2018-02-09 14:28:47,0.402s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 14:28:47,2018-02-09 14:28:48,0.664s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 14:28:48,2018-02-09 14:28:48,0.230s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:28:48,2018-02-09 14:28:48,0.205s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:28:48,2018-02-09 14:28:48,0.108s,PASSED
waitForElementVisible,Chrome 63.0.3239.132,,2018-02-09 14:28:48,2018-02-09 14:28:49,0.592s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:28:49,2018-02-09 14:28:49,0.096s,PASSED
autoKeywords.verifyLoginStatus.verifyLoggedIn,Chrome 63.0.3239.132,,2018-02-09 14:28:49,2018-02-09 14:28:49,0.099s,PASSED
,,,,,,
Test Cases/002_login_email_wrongpw,Chrome 63.0.3239.132,,2018-02-09 14:28:50,2018-02-09 14:28:57,7.028s,PASSED
autoKeywords.goToHomepageMax.goToHomepage,Chrome 63.0.3239.132,,2018-02-09 14:28:50,2018-02-09 14:28:55,5.182s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:28:55,2018-02-09 14:28:55,0.200s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-09 14:28:55,2018-02-09 14:28:56,0.100s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 14:28:56,2018-02-09 14:28:56,0.648s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 14:28:56,2018-02-09 14:28:56,0.258s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:28:56,2018-02-09 14:28:57,0.163s,PASSED
verifyElementVisible,Chrome 63.0.3239.132,,2018-02-09 14:28:57,2018-02-09 14:28:57,0.041s,PASSED
waitForElementVisible,Chrome 63.0.3239.132,,2018-02-09 14:28:57,2018-02-09 14:28:57,0.053s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:28:57,2018-02-09 14:28:57,0.098s,PASSED
autoKeywords.verifyLoginStatus.verifyLoggedOut,Chrome 63.0.3239.132,,2018-02-09 14:28:57,2018-02-09 14:28:57,0.106s,PASSED
,,,,,,
