Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
login_logout,Chrome 63.0.3239.132,,2018-02-09 14:30:27,2018-02-09 14:30:45,18.334s,PASSED
,,,,,,
Test Cases/006_login_fb_loggedin,Chrome 63.0.3239.132,,2018-02-09 14:30:27,2018-02-09 14:30:44,17.113s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-09 14:30:28,2018-02-09 14:30:31,3.185s,PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-09 14:30:31,2018-02-09 14:30:32,1.151s,PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-09 14:30:32,2018-02-09 14:30:34,1.670s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 14:30:34,2018-02-09 14:30:34,0.314s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 14:30:34,2018-02-09 14:30:34,0.220s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:30:34,2018-02-09 14:30:38,3.471s,PASSED
delay,Chrome 63.0.3239.132,,2018-02-09 14:30:38,2018-02-09 14:30:41,3.075s,PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-09 14:30:41,2018-02-09 14:30:43,1.799s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:30:43,2018-02-09 14:30:43,0.236s,PASSED
waitForElementClickable,Chrome 63.0.3239.132,,2018-02-09 14:30:43,2018-02-09 14:30:43,0.102s,PASSED
click,Chrome 63.0.3239.132,,2018-02-09 14:30:43,2018-02-09 14:30:43,0.194s,PASSED
autoKeywords.verifyLoginStatus.verifyLoggedIn,Chrome 63.0.3239.132,,2018-02-09 14:30:43,2018-02-09 14:30:44,1.208s,PASSED
